date,temperature_C,turbidity_NTU,pH,DO_mg_L,BOD_mg_L,COD_mg_L,nitrate_mg_L,phosphate_mg_L,TDS_mg_L,conductivity_uS_cm,fecal_coliform_CFU_100mL,WQI
2010-01-01,22.993184676634492,5.516142632422062,7.52038945182182,7.906427239117058,2.7353973712724824,13.885689244038588,1.968090171633453,0.5516848552398971,261.1905767137598,619.9033964207272,49.77230181790418,8.4582796591754
2010-02-01,24.104012721591896,7.048401874095012,7.394924415359874,7.910388989676413,2.6430248833788714,12.059508021414532,2.62192386153104,0.5438752299575145,261.148853659457,671.3538700952915,50.97418452962656,7.266859040995878
2010-03-01,25.7758340548078,7.64031896346206,7.321057661648976,7.860949664578356,3.5198587082128543,11.877982406258116,3.1479968138612766,0.6686505681677245,269.1899394278952,689.3676767457684,44.40777897192111,2.568955908943632
2010-04-01,26.21554863714149,6.792832607650218,7.186963309764602,7.35559665915742,2.4280563614624264,12.540366847410862,3.015166322379274,0.6288186472043986,218.5682540789361,571.6056191969781,24.495493928905848,8.083390620840007
2010-05-01,22.32049606639795,2.67346248387455,7.065184831939758,8.019599421657205,2.4588000275064763,11.160988775465396,2.424284191312892,0.3660706507064966,168.26687609390467,517.677840434394,26.127145251369036,15.988587144725784
2010-06-01,19.837018578115533,2.471934956065293,6.981552305268145,8.958780745105019,1.735304901704068,11.188505435069642,2.330424476736679,0.4327079533032449,181.9098789014144,513.4397242244426,18.77378264377621,14.0874306740897
2010-07-01,19.497927685587857,3.102201402628112,7.05307593511934,8.683473211841793,1.795454136151066,12.481298784992315,1.4746699828697014,0.2828921689002714,174.70040370159728,560.9008904814748,26.531992533242736,17.984367217181205
2010-08-01,16.650991791986176,8.649831203791425,7.040920721393352,9.34681326931744,2.8160899212991604,14.390137471573414,2.074906373809633,0.3839067959442433,192.2086406940058,612.8759401664732,44.893666718469134,15.574668433260769
2010-09-01,14.438022927791089,8.509754064950823,6.895774540835617,9.749928573766734,2.083237106049161,15.045340973315374,1.4352296407331493,0.3373686528064672,142.30999871469157,546.6682336307672,44.64037505876132,15.439885167893912
2010-10-01,16.263159242851295,8.037556612627645,7.163542603952461,10.05957553282002,2.7027390433640157,15.705372861261644,1.7926384193824338,0.3773083379282515,215.08466734687863,635.0705348826951,52.98364895412492,13.841167218381791
2010-11-01,16.84241865255909,1.9810342597124828,7.151919109825091,8.962023870483428,2.9607528724067405,14.72664283675066,1.301929210932111,0.3738523105512721,261.6967032955781,663.64316470741,41.9725887931262,13.552867974258332
2010-12-01,19.323141369261144,2.719734247376197,7.30346026025026,9.28216174755596,3.0967177704337616,18.359079898618557,1.6701347496999157,0.5287380892261716,231.15176351222996,588.7656905127461,34.28952007387112,12.70974625574246
